opportunity_id,machine,timestamp,original_direction,counter_direction,setup,reasonKey,grade,signal_price,atr,original_hit_1R,original_hit_1R_at_min,counter_mfe_R_5m,counter_mae_R_5m,counter_mfe_R_10m,counter_mae_R_10m,counter_mfe_R_15m,counter_mae_R_15m,counter_mfe_R_30m,counter_mae_R_30m,counter_mfe_R_60m,counter_mae_R_60m,counter_time_to_+0.2R_min,counter_time_to_+0.3R_min,counter_time_to_+0.5R_min,counter_time_to_-0.2R_min,counter_time_to_-0.3R_min,counter_time_to_-0.5R_min,sequence_0.2R_vs_0.2R,sequence_0.3R_vs_0.3R,sequence_0.5R_vs_0.5R,counter_max_MFE_R,counter_max_MAE_R,execution_note
MAC_20260615223513_BUY_TREND_PULLBACK,MAC,2026.06.15 22:35:13,BUY,SELL,TREND_PULLBACK,B-GRADE QUALITY BLOCK,B,4322.38,2.78,N,,0.452,0.0,0.472,0.0,0.472,0.0,0.472,0.0,0.472,0.0,5,5,,,,,TARGET_FIRST,TARGET_FIRST,NEITHER_5-60m,0.472,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260615233146_BUY_TREND_PULLBACK,MAC,2026.06.15 23:31:46,BUY,SELL,TREND_PULLBACK,SMART-GUARD,SKIP,4320.96,2.73,N,,0.008,0.0,0.008,0.0,0.008,0.0,0.096,0.0,0.096,0.0,,,,,,,NEITHER_5-60m,NEITHER_5-60m,NEITHER_5-60m,0.096,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260616041747_SELL_TREND_PULLBACK,MAC,2026.06.16 04:17:47,SELL,BUY,TREND_PULLBACK,SMART-GUARD,A,4320.23,4.42,N,,0.024,0.092,0.024,0.124,0.024,0.388,0.024,0.508,0.024,1.056,,,,15,15,30,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.024,1.056,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260616045512_SELL_TREND_PULLBACK,MAC,2026.06.16 04:55:12,SELL,BUY,TREND_PULLBACK,A+ EVIDENCE DEMOTION,A,4312.98,5.27,N,,0.04,0.0,0.04,0.288,0.04,0.288,0.04,0.336,0.372,0.336,60,60,,10,30,,STOP_FIRST,STOP_FIRST,NEITHER_5-60m,0.372,0.336,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260616052012_SELL_TREND_PULLBACK,MAC,2026.06.16 05:20:12,SELL,BUY,TREND_PULLBACK,SMART-GUARD,A,4310.72,4.49,N,,0.0,0.012,0.244,0.012,0.636,0.012,0.636,0.012,0.74,0.012,10,15,15,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.74,0.012,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260616052512_SELL_TREND_PULLBACK,MAC,2026.06.16 05:25:12,SELL,BUY,TREND_PULLBACK,BAD-RR TIMING BLOCK,A,4310.46,4.29,N,,0.28,0.0,0.692,0.0,0.692,0.0,0.692,0.0,0.912,0.0,5,10,10,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.912,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260616053012_SELL_TREND_PULLBACK,MAC,2026.06.16 05:30:12,SELL,BUY,TREND_PULLBACK,LATE-CHASE ENTRY BLOCK,A,4313.65,4.29,N,,0.396,0.0,0.396,0.052,0.396,0.136,0.412,0.136,0.736,0.136,5,5,60,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.736,0.136,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260616062012_SELL_TREND_PULLBACK,MAC,2026.06.16 06:20:12,SELL,BUY,TREND_PULLBACK,SMART-GUARD,A,4317.94,3.85,Y,30,0.236,0.0,0.376,0.0,0.712,0.0,1.464,0.0,1.464,0.0,5,10,15,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.464,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260616063012_SELL_TREND_PULLBACK,MAC,2026.06.16 06:30:12,SELL,BUY,TREND_PULLBACK,B-GRADE QUALITY BLOCK,B,4321.45,3.86,Y,15,0.348,0.0,0.652,0.0,1.096,0.0,1.096,0.0,1.096,0.0,5,5,10,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.096,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260616063512_BUY_BREAKOUT,MAC,2026.06.16 06:35:12,BUY,SELL,BREAKOUT,BAD-RR TIMING BLOCK,A,4324.9,4.11,N,,0.0,0.276,0.0,0.696,0.0,0.696,0.0,0.696,0.188,0.696,,,,5,10,10,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.188,0.696,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260616064012_BUY_BREAKOUT,MAC,2026.06.16 06:40:12,BUY,SELL,BREAKOUT,B-GRADE QUALITY BLOCK,B,4327.84,4.16,N,,0.0,0.404,0.0,0.404,0.0,0.404,0.076,0.404,0.468,0.404,60,60,,5,5,,STOP_FIRST,STOP_FIRST,NEITHER_5-60m,0.468,0.404,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260616083000_BUY_TREND_PULLBACK,MAC,2026.06.16 08:30:00,BUY,SELL,TREND_PULLBACK,BAD-LOCATION BLOCK,A,4326.64,2.75,Y,10,0.588,0.0,1.26,0.0,1.288,0.0,1.548,0.0,1.716,0.0,5,5,5,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.716,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260616083512_BUY_TREND_PULLBACK,MAC,2026.06.16 08:35:12,BUY,SELL,TREND_PULLBACK,B-GRADE QUALITY BLOCK,B,4322.68,3.32,N,,0.568,0.0,0.588,0.0,0.588,0.0,0.804,0.0,0.944,0.0,5,5,5,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.944,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260616104500_BUY_TREND_PULLBACK,MAC,2026.06.16 10:45:00,BUY,SELL,TREND_PULLBACK,BAD-LOCATION BLOCK,A,4327.81,3.68,N,,0.0,0.104,0.0,0.468,0.0,0.68,0.0,1.18,0.0,1.724,,,,10,10,15,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,1.724,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260616105512_BUY_TREND_PULLBACK,MAC,2026.06.16 10:55:12,BUY,SELL,TREND_PULLBACK,SMART-GUARD,A,4332.21,3.89,N,,0.0,0.188,0.0,0.292,0.0,0.612,0.0,0.82,0.0,1.244,,,,10,15,15,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,1.244,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260616110012_BUY_ASIA_BREAKOUT,MAC,2026.06.16 11:00:12,BUY,SELL,ASIA_BREAKOUT,SMART-GUARD,A,4334.08,3.95,N,,0.0,0.096,0.0,0.412,0.0,0.464,0.0,0.748,0.0,1.276,,,,10,10,30,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,1.276,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260616111012_BUY_TREND_PULLBACK,MAC,2026.06.16 11:10:12,BUY,SELL,TREND_PULLBACK,BAD-RR TIMING BLOCK,A,4338.24,3.91,N,,0.0,0.044,0.0,0.2,0.0,0.2,0.0,0.344,0.0,0.908,,,,10,30,60,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,0.908,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260616112512_BUY_TREND_PULLBACK,MAC,2026.06.16 11:25:12,BUY,SELL,TREND_PULLBACK,B-GRADE QUALITY BLOCK,B,4340.13,3.93,N,,0.0,0.136,0.0,0.152,0.0,0.152,0.0,0.424,0.0,0.712,,,,30,30,60,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,0.712,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260616114512_BUY_TREND_PULLBACK,MAC,2026.06.16 11:45:12,BUY,SELL,TREND_PULLBACK,LATE-CHASE ENTRY BLOCK,B,4343.71,4.13,N,,0.072,0.0,0.072,0.056,0.072,0.292,0.072,0.332,0.308,0.332,60,60,,15,30,,STOP_FIRST,STOP_FIRST,NEITHER_5-60m,0.308,0.332,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260616120012_BUY_ASIA_BREAKOUT,MAC,2026.06.16 12:00:12,BUY,SELL,ASIA_BREAKOUT,BAD-LOCATION BLOCK,B,4346.96,4.04,N,,0.22,0.0,0.22,0.016,0.22,0.016,0.636,0.016,,,5,30,30,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.636,0.016,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260616121512_BUY_TREND_PULLBACK,MAC,2026.06.16 12:15:12,BUY,SELL,TREND_PULLBACK,SMART-GUARD,SKIP,4346.31,3.91,N,,0.404,0.0,0.564,0.0,0.592,0.0,0.592,0.0,,,5,5,10,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.592,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260616122512_BUY_TREND_PULLBACK,MAC,2026.06.16 12:25:12,BUY,SELL,TREND_PULLBACK,FAILED-IMPULSE BLOCK,B,4340.69,3.78,N,,0.016,0.0,0.016,0.404,0.016,0.596,,,,,,,,10,10,15,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.016,0.596,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260616123512_BUY_TREND_PULLBACK,MAC,2026.06.16 12:35:12,BUY,SELL,TREND_PULLBACK,BAD-LOCATION BLOCK,A,4344.59,3.89,N,,0.0,0.176,0.24,0.176,0.24,0.176,,,,,10,,,,,,TARGET_FIRST,NEITHER_5-60m,NEITHER_5-60m,0.24,0.176,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260617001905_SELL_BREAKOUT,MAC,2026.06.17 00:19:05,SELL,BUY,BREAKOUT,SMART-GUARD,A,4334.07,2.72,N,,0.004,0.0,0.004,0.0,0.004,0.0,0.004,0.0,0.052,0.4,,,,60,60,,STOP_FIRST,STOP_FIRST,NEITHER_5-60m,0.052,0.4,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260617010012_SELL_BREAKOUT,MAC,2026.06.17 01:00:12,SELL,BUY,BREAKOUT,B-GRADE QUALITY BLOCK,B,4330.7,2.74,N,,0.092,0.0,0.268,0.0,0.268,0.0,0.268,0.204,0.684,0.204,10,60,60,30,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.684,0.204,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260617010512_SELL_BREAKOUT,MAC,2026.06.17 01:05:12,SELL,BUY,BREAKOUT,LATE-CHASE ENTRY BLOCK,A,4331.03,3.21,N,,0.188,0.0,0.188,0.0,0.188,0.216,0.208,0.216,0.54,0.216,30,60,60,15,,,STOP_FIRST,TARGET_FIRST,TARGET_FIRST,0.54,0.216,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260617011020_SELL_SQUEEZE_RELEASE,MAC,2026.06.17 01:10:20,SELL,BUY,SQUEEZE_RELEASE,FAILED-IMPULSE BLOCK,B,4332.42,3.21,N,,0.0,0.132,0.0,0.388,0.0,0.388,0.052,0.388,0.548,0.388,60,60,60,10,10,,STOP_FIRST,STOP_FIRST,TARGET_FIRST,0.548,0.388,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260617012500_SELL_BREAKOUT,MAC,2026.06.17 01:25:00,SELL,BUY,BREAKOUT,SMART-GUARD,A,4329.03,3.08,Y,60,0.28,0.0,0.44,0.0,0.476,0.0,0.692,0.0,1.008,0.0,5,10,30,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.008,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260617015001_BUY_TREND_PULLBACK,MAC,2026.06.17 01:50:01,BUY,SELL,TREND_PULLBACK,SMART-GUARD,SKIP,4333.42,3.07,N,,0.0,0.124,0.0,0.252,0.0,0.252,0.0,0.444,0.152,0.444,,,,10,30,,STOP_FIRST,STOP_FIRST,NEITHER_5-60m,0.152,0.444,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260617015512_BUY_TREND_PULLBACK,MAC,2026.06.17 01:55:12,BUY,SELL,TREND_PULLBACK,B-GRADE QUALITY BLOCK,B,4334.47,3.08,N,,0.0,0.116,0.008,0.116,0.008,0.192,0.008,0.304,0.304,0.304,60,60,,30,30,,STOP_FIRST,STOP_FIRST,NEITHER_5-60m,0.304,0.304,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260617022015_BUY_TREND_PULLBACK,MAC,2026.06.17 02:20:15,BUY,SELL,TREND_PULLBACK,FAILED-IMPULSE BLOCK,A,4336.11,2.18,N,,0.0,0.052,0.1,0.052,0.424,0.052,0.728,0.052,0.94,0.676,15,15,30,60,60,60,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.94,0.676,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260617022513_BUY_TREND_PULLBACK,MAC,2026.06.17 02:25:13,BUY,SELL,TREND_PULLBACK,BAD-LOCATION BLOCK,A,4336.38,2.17,N,,0.0,0.0,0.472,0.0,0.472,0.0,0.992,0.0,0.992,0.628,10,10,30,60,60,60,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.992,0.628,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260617025012_BUY_TREND_PULLBACK,MAC,2026.06.17 02:50:12,BUY,SELL,TREND_PULLBACK,SMART-GUARD,A,4332.52,1.89,N,,0.08,0.0,0.324,0.0,0.324,1.204,0.324,1.54,0.324,1.54,10,10,,15,15,15,TARGET_FIRST,TARGET_FIRST,STOP_FIRST,0.324,1.54,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260617032000_BUY_TREND_PULLBACK,MAC,2026.06.17 03:20:00,BUY,SELL,TREND_PULLBACK,A+ EVIDENCE DEMOTION,A,4339.88,2.8,N,,0.168,0.0,0.404,0.0,0.404,0.0,0.944,0.0,0.944,1.052,10,10,30,60,60,60,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.944,1.052,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260617033012_BUY_TREND_PULLBACK,MAC,2026.06.17 03:30:12,BUY,SELL,TREND_PULLBACK,FAILED-IMPULSE BLOCK,A,4337.15,2.88,N,,0.0,0.164,0.2,0.164,0.228,0.164,0.54,0.164,0.54,1.404,10,30,30,60,60,60,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.54,1.404,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260617035012_BUY_TREND_PULLBACK,MAC,2026.06.17 03:50:12,BUY,SELL,TREND_PULLBACK,SMART-GUARD,A,4333.34,3.23,N,,0.0,0.232,0.0,0.42,0.0,0.944,0.0,1.72,0.0,1.72,,,,5,10,15,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,1.72,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260617041012_BUY_BREAKOUT,MAC,2026.06.17 04:10:12,BUY,SELL,BREAKOUT,SMART-GUARD,A,4347.05,4.39,Y,60,0.0,0.016,0.612,0.016,0.612,0.016,0.68,0.016,1.412,0.016,10,10,10,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.412,0.016,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260617041512_BUY_SQUEEZE_RELEASE,MAC,2026.06.17 04:15:12,BUY,SELL,SQUEEZE_RELEASE,BAD-RR TIMING BLOCK,A,4347.32,4.12,Y,60,0.676,0.0,0.676,0.0,0.708,0.0,0.76,0.0,1.532,0.0,5,5,5,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.532,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260617043012_BUY_TREND_PULLBACK,MAC,2026.06.17 04:30:12,BUY,SELL,TREND_PULLBACK,A+ EVIDENCE DEMOTION,A,4343.61,4.23,Y,30,0.336,0.0,0.38,0.0,0.388,0.0,1.14,0.0,1.176,0.0,5,5,30,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.176,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260617043512_BUY_TREND_PULLBACK,MAC,2026.06.17 04:35:12,BUY,SELL,TREND_PULLBACK,FAILED-IMPULSE BLOCK,A,4340.09,4.48,N,,0.044,0.0,0.056,0.0,0.176,0.0,0.764,0.096,0.8,0.096,30,30,30,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.8,0.096,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260617073000_SELL_ASIA_BREAKOUT,MAC,2026.06.17 07:30:00,SELL,BUY,ASIA_BREAKOUT,SMART-GUARD,SKIP,4324.28,2.92,Y,60,0.0,0.544,0.0,0.544,0.0,0.544,0.308,0.544,1.056,0.544,30,30,60,5,5,5,STOP_FIRST,STOP_FIRST,STOP_FIRST,1.056,0.544,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260617073512_SELL_BREAKOUT,MAC,2026.06.17 07:35:12,SELL,BUY,BREAKOUT,SMART-GUARD,A,4320.1,3.32,Y,60,0.416,0.0,0.416,0.0,0.632,0.0,0.772,0.0,1.432,0.0,5,5,15,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.432,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260617074500_SELL_TREND_PULLBACK,MAC,2026.06.17 07:45:00,SELL,BUY,TREND_PULLBACK,BAD-LOCATION BLOCK,A,4323.13,3.68,N,,0.036,0.0,0.24,0.0,0.368,0.0,0.368,0.124,0.96,0.124,10,15,60,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.96,0.124,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260617075012_SELL_TREND_PULLBACK,MAC,2026.06.17 07:50:12,SELL,BUY,TREND_PULLBACK,SMART-GUARD,A,4323.35,3.58,N,,0.22,0.0,0.352,0.0,0.352,0.0,0.352,0.152,0.964,0.152,5,10,60,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.964,0.152,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260617075513_SELL_TREND_PULLBACK,MAC,2026.06.17 07:55:13,SELL,BUY,TREND_PULLBACK,FAILED-IMPULSE BLOCK,A,4325.24,3.6,N,,0.14,0.0,0.14,0.108,0.14,0.364,0.748,0.364,0.748,0.364,30,30,30,15,15,,STOP_FIRST,STOP_FIRST,TARGET_FIRST,0.748,0.364,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260617085012_SELL_TREND_PULLBACK,MAC,2026.06.17 08:50:12,SELL,BUY,TREND_PULLBACK,B-GRADE QUALITY BLOCK,B,4331.89,3.39,N,,0.0,0.216,0.0,0.72,0.0,0.72,0.0,0.928,0.0,1.016,,,,5,10,10,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,1.016,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260617090012_SELL_TREND_PULLBACK,MAC,2026.06.17 09:00:12,SELL,BUY,TREND_PULLBACK,SMART-GUARD,A,4325.2,3.74,N,,0.352,0.0,0.352,0.0,0.38,0.0,0.38,0.208,0.712,0.208,5,5,60,30,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.712,0.208,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260617090512_SELL_TREND_PULLBACK,MAC,2026.06.17 09:05:12,SELL,BUY,TREND_PULLBACK,FAILED-IMPULSE BLOCK,A,4328.33,3.77,N,,0.0,0.012,0.048,0.012,0.048,0.46,0.048,0.54,0.372,0.54,60,60,,15,15,30,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.372,0.54,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260617091012_SELL_TREND_PULLBACK,MAC,2026.06.17 09:10:12,SELL,BUY,TREND_PULLBACK,NEWS FILTER (high-impact event nearby),A,4328.14,3.77,N,,0.068,0.0,0.068,0.436,0.068,0.516,0.068,0.516,0.392,0.516,60,60,,10,10,15,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.392,0.516,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260617092012_SELL_TREND_PULLBACK,MAC,2026.06.17 09:20:12,SELL,BUY,TREND_PULLBACK,BAD-LOCATION BLOCK,A,4323.94,4.05,N,,0.0,0.068,0.084,0.068,0.156,0.068,0.52,0.068,0.78,0.068,30,30,30,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.78,0.068,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260617095013_SELL_TREND_PULLBACK,MAC,2026.06.17 09:50:13,SELL,BUY,TREND_PULLBACK,B-GRADE QUALITY BLOCK,B,4328.85,4.04,N,,0.296,0.0,0.296,0.0,0.296,0.0,0.296,0.092,0.296,0.288,5,,,60,,,TARGET_FIRST,NEITHER_5-60m,NEITHER_5-60m,0.296,0.288,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260617100512_SELL_TREND_PULLBACK,MAC,2026.06.17 10:05:12,SELL,BUY,TREND_PULLBACK,SMART-GUARD,A,4330.23,3.85,N,,0.056,0.0,0.056,0.24,0.056,0.24,0.056,0.32,0.116,0.548,,,,10,30,60,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.116,0.548,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260617102428_SELL_TREND_PULLBACK,MAC,2026.06.17 10:24:28,SELL,BUY,TREND_PULLBACK,LATE-CHASE ENTRY BLOCK,A,4328.92,4.03,N,,0.0,0.048,0.0,0.176,0.24,0.176,0.24,0.296,0.24,0.648,15,,,30,60,60,TARGET_FIRST,STOP_FIRST,STOP_FIRST,0.24,0.648,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260617105514_SELL_TREND_PULLBACK,MAC,2026.06.17 10:55:14,SELL,BUY,TREND_PULLBACK,BAD-RR TIMING BLOCK,A,4325.86,3.67,N,,0.032,0.1,0.064,0.1,0.064,0.304,0.064,0.376,0.064,0.676,,,,15,15,60,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.064,0.676,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260617111012_SELL_TREND_PULLBACK,MAC,2026.06.17 11:10:12,SELL,BUY,TREND_PULLBACK,FAILED-IMPULSE BLOCK,A,4326.34,3.7,N,,0.0,0.352,0.0,0.424,0.0,0.424,0.0,0.652,0.0,0.724,,,,5,5,30,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,0.724,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260617112012_SELL_TREND_PULLBACK,MAC,2026.06.17 11:20:12,SELL,BUY,TREND_PULLBACK,SMART-GUARD,A,4322.39,3.89,N,,0.18,0.0,0.18,0.0,0.18,0.0,0.18,0.284,0.432,0.284,60,60,,30,,,STOP_FIRST,TARGET_FIRST,NEITHER_5-60m,0.432,0.284,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260617112512_SELL_TREND_PULLBACK,MAC,2026.06.17 11:25:12,SELL,BUY,TREND_PULLBACK,LATE-CHASE ENTRY BLOCK,A,4323.95,3.76,N,,0.0,0.008,0.0,0.04,0.0,0.388,0.088,0.46,0.576,0.46,60,60,60,15,15,,STOP_FIRST,STOP_FIRST,TARGET_FIRST,0.576,0.46,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
